लतमा परेको मानिस आफ्नो अँध्यारो कोठामा एक्लै बसिरहेको थियो, जहाँ खाली बोतलहरू र टुटेका सपना मात्र थिए।    The addict sat alone in his dark apartment, surrounded by empty bottles and broken dreams.
लतमा परेको व्यक्तिको आँखाहरू गहिरो पसेका थिए, छाला फुस्रो र पसिनाले भरिएको थियो, जुन उसको निरन्तर लागुऔषध सेवनको संकेत थियो।    The addict's eyes were sunken, her skin pale and clammy, signs of her constant drug use.
लतसँगको उनको संघर्ष निरन्तर चलिरहने एउटा युद्ध जस्तै थियो।    The addict's struggle with sobriety was a constant battle.
बानी छुटाउने केन्द्रमा धेरै प्रयास गरेपछि मात्र लतमा परेको व्यक्तिले आफ्नो बानी छोड्न सक्यो।    It took several attempts at rehab before the addict could kick the habit.
कामको तनावले उनलाई काममा अत्यधिक झुकाव राख्ने बनाएको थियो, तर उनले आफूलाई लतमा परेको व्यक्ति ठानिनन्।    The stress of work had turned her into a workaholic, but she didn't consider herself an addict.
उनकी आमालाई चिन्ता थियो कि निरन्तर गेम खेल्दा उनले स्क्रिनको लत बसाउनेछिन् र आँखा बिग्रिनेछ।    Her mom worried that her constant gaming would addict her to screens and ruin her eyesight.
केही समीक्षकहरूको तर्क छ कि स्लट मेशिनहरू खेलाडीहरूलाई जबरजस्ती पैसा खर्च गराउने लत बसाउनका लागि नै डिजाइन गरिएका हुन्छन्।    Some critics argue that slot machines are designed specifically to addict players into spending money compulsively.
वैज्ञानिकहरूले केही बोटबिरुवामा पाइने एउटा एन्जाइम पत्ता लगाए, जसले कीटहरूको लत बढाउने सम्भावना राख्छ र जनसंख्या नियन्त्रणमा मद्दत गर्न सक्छ।    Scientists discovered an enzyme in certain plants that could potentially addict insect pests, leading to population control.
केही व्यक्तिहरूले उनलाई अरूलाई आफ्नो विचारधारामा लत लगाउन खोजेको आरोप लगाए।    Some people accused him of trying to addict others to his ideology.
ऋण सम्बन्धी विज्ञापनहरू प्रायः आर्थिक समस्यामा परेका व्यक्तिहरूलाई लक्षित गर्छन्, किनभने कम्पनीहरूलाई थाहा हुन्छ कि तिनीहरूलाई लत बसाउन सजिलो हुन्छ।    Loan advertisements often target people who are struggling financially, because companies know they are easier to addict.
उनी महिलाको अधिकारको पैरवी गर्ने व्यक्ति हुन् र समानताको लागि लड्न उनले आफ्नो सम्पूर्ण करियर समर्पित गरेकी छन्।    She is an advocate for women's rights and has dedicated her career to fighting for equality.
बिरामीहरूको प्रतिनिधि भएर, उनले अस्पतालहरूसँग मिलेर काम गर्छिन् ताकि बिरामीहरूले सकेसम्म राम्रो सेवा प्राप्त गर्न सकून्।    As a patient advocate, she works with hospitals to ensure that patients receive the best possible care.
कम्पनीले ग्राहकका गुनासाहरू र चासो सम्बोधन गर्न एक प्रतिनिधि नियुक्त गर्‍यो।    The company appointed an advocate to handle all customer complaints and concerns.
पीडितहरूको प्रतिनिधि भएर काम गर्दा उनले पीडितहरूको आवश्यकताहरू राम्रोसँग बुझ्न सकिन्।    Her experience as a victim advocate helped her understand the needs of those who had suffered trauma.
सामाजिक न्यायप्रति उनको लगाव र अरूलाई प्रेरित गर्ने क्षमताका कारण उनलाई आफ्ना समुदायको प्रतिनिधि चयन गरिएको थियो।    He was chosen to be an advocate for his community due to his passion for social justice and his ability to inspire others.
उनको भूमिका अस्पतालभित्र बिरामीको हेरचाह र सुरक्षाको पक्षमा पैरवी गर्नु हो।    Her role is to advocate for patient care and safety within the hospital.
यदि तपाईंले आफ्नो योग्यताको प्रमाणित गर्नुभयो भने, म तपाईंको बढुवीका लागि पैरवी गर्नेछु।    I will advocate for your promotion if you have proven yourself worthy.
आफ्नो राजनीतिक अभियानको क्रममा, उनले निर्वाचित भए कर सुधारको पक्षमा पैरवी गर्ने वाचा गरे।   During his political campaign, he promised to advocate for tax reform if elected.
उनका जोशीला भाषणहरूले सामाजिक न्याय र समानताको पक्षमा पैरवी गर्छन्।    Her passionate speeches advocate for social justice and equality.
महामारीको समयमा, स्वास्थ्यकर्मीहरूले पर्याप्त सुरक्षात्मक उपकरणको पक्षमा पैरवी गर्नुपर्‍यो।    During the pandemic, healthcare workers had to advocate for adequate protective equipment.
कुनै व्यक्तिको मानसिक अवस्था प्रायः उसको अनुहारको हाउभाउमा प्रतिबिम्बित हुन्छ।    A person's affect is often reflected in their facial expressions.
बच्चाहरू भावनात्मक बुद्धिमत्तासम्बन्धी सीपहरू सिक्छन्, जस्तै आफ्नो भावनालाई पहिचान गर्ने र नियन्त्रण गर्ने, जसका लागि वयस्क रोल मोडेलहरू महत्त्वपूर्ण हुन्छन्।    Children learn emotional intelligence skills like identifying and managing their own affect from adult role models.
औषधि लिन थालेपछि उनको मानसिक अवस्था नाटकीय रूपमा परिवर्तन भयो।    Her affect changed dramatically after she started taking the medication.
नाटकको अन्त्यतिर उनको भावनात्मक व्यवहारमा आएको परिवर्तन कसैले पनि छुटाउन सकेन।    No one could miss the change in his affect towards the end of the play.
समूहको सकारात्मक मानसिक अवस्थाले बैठकलाई प्रभावकारी बनायो।    The group's positive affect made for a productive meeting.
राम्रो निद्राले संज्ञानात्मक कार्यलाई सकारात्मक रूपमा प्रभाव पार्न सक्छ।    A good night's sleep can positively affect cognitive function.
व्यवस्थापनमा भएका परिवर्तनहरूले मेरो रोजगारीका जिम्मेवारीलाई असर गर्नेछैन।    The changes in management will not affect my job duties.
कम्पनीको पुनर्संरचना योजनाले धेरै विभागहरूलाई असर गर्नेछ।    The company's restructuring plan will affect several departments.
नयाँ प्रमाणको खोजले यो मुद्दालाई पूर्ण रूपमा असर गर्न सक्छ।    The discovery of this new evidence may affect the case entirely.
पानी परेका कारण हाम्रो पिकनिकको योजना प्रभावित हुने सम्भावना छ।    The rain will likely affect our plans for the picnic.
म यस उत्पादनको लागि साझेदार बन्न कसरी दर्ता गर्न सक्छु?    How do I sign up to become an affiliate for this product?
उनी एक प्रसिद्ध मार्केटिङ एजेन्सीको साझेदार हुन्।    She is an affiliate of a well-known marketing agency.
एक सामान्य साझेदारले महिनाको कति प्रतिशत बिक्री गर्छ?    What percentage of sales does an average affiliate make per month?
व्यवसायले आफ्नो बिक्री वृद्धि गर्न साझेदारी कार्यक्रमहरूमा धेरै निर्भर गर्छ।    The business relies heavily on its affiliate partnerships to drive sales.
साझेदार मार्केटिङकर्ताहरूले अन्य व्यक्तिहरू वा कम्पनीहरूको उत्पादनहरू प्रवर्द्धन गर्छन्।    An affiliate marketer promotes other people’s or companies’ products.
उनले आफ्नो करियरको सम्भावनाहरू बढाउनका लागि एउटा व्यावसायिक संघसँग सम्बन्ध स्थापित गर्न चाहन्थे।    He wanted to affiliate himself with a professional association to enhance his career prospects.
उनले आफ्नो मूल्य र विश्वाससँग मेल खाने राजनीतिक पार्टीसँग सम्बन्धित हुने निर्णय गरिन्।    She decided to affiliate herself with the political party that aligns best with her values and beliefs.
अस्पतालले बिरामीहरूको राम्रो हेरचाह र स्रोतहरूको साझेदारीका लागि ठूला स्वास्थ्य सञ्जालसँग सम्बन्ध स्थापित गर्ने निर्णय गर्‍यो।    The hospital opted to affiliate with a larger healthcare network for better patient care and resource sharing.
आवश्यक नभए पनि, धेरै घरमालिकहरू सुरक्षा उपायका लागि आफ्नो सम्पत्तिलाई छिमेकी निगरानी समूहसँग सम्बन्धित गर्न रुचाउँछन्।    Though not required, many homeowners prefer to affiliate their property with a neighborhood watch group for added security measures.
अनुसन्धानकर्ताहरू स्रोतहरू र सहकर्मीहरूको पहुँचका लागि शैक्षिक संस्थाहरूसँग सम्बन्धित हुन सक्छन्।    Researchers may affiliate with academic institutions to access resources and collaborators.
समाजले वृद्धहरूलाई सहयोग गर्न र उनीहरूको हेरचाह गर्न महत्त्व दिनु आवश्यक छ।    It is important for society to support and care for the aged.
उनकी वृद्ध आमा अझै पनि एक्लै बस्छिन्, आफ्नो स्वतन्त्रता कायम राख्न दृढ छन्।    His aged mother still lived alone, determined to maintain her independence.
वृद्ध अभिनेता मञ्चबाट सधैंका लागि अवकाश लिनु अघि अन्तिम पटक भूमिकामा देखिए।    The aged actor took on one last role before retiring from the stage forever.
दशकौं लामो कडा मेहनतपछि वृद्ध किसान अन्ततः अवकाश लिएर आफ्नो जीवनको परिश्रमको फल उपभोग गर्न थाले।    After decades of hard work, the aged farmer finally retired to enjoy the fruits of his labor.
उनी सेतो कपाल र दयालु मुस्कान भएकी वृद्ध महिला थिइन्, जसले उनले जीवनमा सबैथोक देखिसकेको संकेत गरिरहेको थियो।    She was an aged woman with silver hair and a kind smile that suggested she had seen it all.
दशकौंसम्म प्रयोग भएपछि, पुरानो कार अन्ततः बिग्रियो र बदल्नुपर्ने भयो।    After decades of use, the aged car finally gave up the ghost and needed to be replaced.
जब उनीहरू परित्यक्त महल अन्वेषण गर्दै थिए, उनीहरूले एउटा लुकेको कोठा फेला पारे, जसमा पुराना फर्निचरहरू थिए, धुलाम्य र दीर्घकालीन प्रयोगविहीनताले जीर्ण थिए।    As they explored the abandoned mansion, they discovered a hidden room filled with antique furniture, dusty and aged from disuse.
बिरामी परेपछि उनी छिट्टै बूढा देखिन थाले, तर अहिले उनको स्वास्थ्य सुधार हुँदैछ।    He aged quickly after his illness, but he's now on the mend.
जब म आफ्नो तेस्रो दशकमा पुगेँ, मलाई लाग्यो कि मैले पूरा जीवन जिएँ।    By the time I reached my thirtieth birthday, I felt like I'd aged a lifetime.
९० वर्षीया वृद्ध महिलालाई अग्निनियन्त्रकहरूले बिहानै उनको जलिरहेको घरबाट उद्धार गरे।    An elderly woman aged 90 was rescued from her burning home by firefighters early this morning.
गोपनीयता चिन्ताका कारण हामी व्यक्तिगत प्रयोगकर्ताका डेटा साझा गर्न सक्दैनौं, तर हामी समग्र प्रयोग तथ्यांक प्रदान गर्न सक्छौं।    Due to privacy concerns, we cannot share individual user data; however, we can provide you with aggregate usage statistics.
लगानी पोर्टफोलियोका सबै शेयरहरूको समग्र मूल्य लाखौं डलर थियो।    The aggregate value of all the stocks in the portfolio was millions of dollars.
प्रत्येक समूहमा भिन्नता हुन सक्ला, तर समग्र नतिजाले यी कारकहरू बीच बलियो सम्बन्ध देखाउँछ।    While there may be variations within each group, the aggregate results suggest a strong correlation between these factors.
निर्माण स्थलमा कंक्रीट बनाउन क्रस गरिएको ढुंगा र बालुवाको समग्र मिश्रण प्रयोग गरियो।    The construction site used an aggregate of crushed stone and sand to make concrete.
हामीलाई यो विशाल डेटा संकलनलाई प्रक्रिया गर्ने अधिक प्रभावकारी उपाय आवश्यक छ।    We need a more efficient way to process this large aggregate of data.
के तपाईं आफ्नो टोलीको कामलाई संकलित गर्न सक्नुहुन्छ ताकि हामी यसलाई सँगै समीक्षा गर्न सकूँ?    Can you aggregate your team's work so we can review it together?
अधिकतम कार्यक्षमता प्राप्त गर्नका लागि आफ्ना स्रोतहरू प्रभावकारी रूपमा एकत्रित गर्नु महत्त्वपूर्ण छ।    It's important to aggregate your resources effectively to achieve maximum efficiency.
अनुसन्धानकर्ताले जलवायु परिवर्तनको प्रभाव विश्लेषण गर्न अघि वर्षौंको डेटा संकलन गर्नुपर्‍यो।    The researcher had to aggregate years of data before she could begin analyzing the effects of climate change.
टोली नेताले सबैलाई आ-आफ्ना व्यक्तिगत प्रतिवेदनहरू एकल कागजातमा समेट्न आग्रह गरे।    The team leader asked everyone to aggregate their individual reports into a single document.
समय बचत गर्न, समान कार्यहरू एकत्रित गरौं र एकैपटक पूरा गरौं।    To save time, let's aggregate similar tasks together and complete them at once.
फिल्मको वैकल्पिक अन्त्यले दर्शकलाई के हुन सक्थ्यो भन्ने सोच्न बाध्य बनायो।    An alternate ending to the movie left viewers wondering what could have been.
मेरो कार बिग्रिएकोले मलाई घर फर्कने वैकल्पिक उपाय खोज्नुपर्नेछ।    I need to find an alternate way to get home since my car broke down.
यो समस्या समाधान गर्न वैकल्पिक उपाय अपनाऔं।    Let's try an alternate solution to fix this problem.
ट्राफिक जामबाट बच्नका लागि राजमार्गको वैकल्पिक निकास प्रयोग गर्नुहोस्।    To avoid traffic, take an alternate exit off the highway.
गत सप्ताहन्तमा भएको अनौठो घटनाको अर्को व्याख्या हुन सक्छ।    There's an alternate explanation for the strange occurrence that happened last weekend.
रेस्टुरेन्टमा जम्मा चारवटा कुर्सी मात्र भएकाले, हामीले पालैपालो बस्ने र उभिने निर्णय गर्‍यौं।    Because there were only four chairs available at the restaurant, we decided to alternate sitting down and standing up throughout our meal.
नयाँ नीतिअनुसार कर्मचारीहरूले पालैपालो घरबाट काम गर्नुपर्नेछ।    Employees must alternate days working from home per new policy.
डाक्टरले पेटको समस्याका कारण विभिन्न पेनकिलरहरू पालैपालो प्रयोग गर्न सल्लाह दिए।    My doctor advised me to alternate painkillers because of stomach issues.
कार्यक्रम संयोजकले विविधता बढाउन संगीत प्रस्तुतिहरू पालैपालो राख्ने निर्णय गरे।    The event coordinator chose to alternate musical acts for better variety.
बजेट सीमितताका कारण हामीले बिदाको योजना परिवर्तन गर्नुपर्नेछ।    We need to alternate our vacation plans due to budget constraints.
न्यायाधीशहरूको प्यानलले नृत्य प्रतियोगिता विश्लेषण गर्ने क्रममा विभिन्न कारकहरूलाई ध्यानमा राख्दै प्रत्येक प्रतियोगीको प्रदर्शन मूल्यांकन गर्छ।    A panel of judges evaluates each contestant's performance by considering several factors during dance competition analyses.
वातावरणविद्हरूले नीति निर्मातासँग सहकार्य गरी वातावरणीय प्रभाव विश्लेषणको आधारमा दिगो समाधानहरू सिर्जना गर्छन्।    Environmentalists collaborate with policymakers to create sustainable solutions based on environmental impact analyses.
फरेन्सिक अनुसन्धानकर्ताहरूले आपराधिक मामिलाको विश्लेषण गर्ने क्रममा भौतिक प्रमाण र डीएनए नमूनाहरू सावधानीपूर्वक परीक्षण गर्छन्।    Forensic investigators carefully examine physical evidence and DNA samples during criminal case analyses.
हाम्रो टोलीले नयाँ उत्पादन सार्वजनिक गर्न सर्वश्रेष्ठ रणनीति निर्धारण गर्न बजार विश्लेषण गरिरहेको छ।    Our team has been conducting market analyses to determine the best strategy for our new product launch.
सफ्टवेयर विकासकर्ताहरूले डिबगिङ उपकरणहरू प्रयोग गरी कोड विश्लेषण गर्छन्, जसले प्रोग्रामिङ त्रुटिहरू छिटो पत्ता लगाउन मद्दत गर्छ।    Software developers use debugging tools to run code analyses that help locate programming errors quickly.
उनले सम्भावित स्वास्थ्य जोखिमहरू पहिचान गर्न चिकित्सकीय अभिलेखहरूको विश्लेषण गर्छन्।    He analyses medical records to identify potential health risks.
मार्केटिङ कम्पनीले उपभोक्ताको डेटा विश्लेषण गरी लक्षित अभियानहरू तयार गर्छ।    The marketing firm analyses consumer data to create targeted campaigns.
वैज्ञानिकहरूको टोलीले वातावरणीय परिवर्तनहरूको अध्ययन गर्न क्षेत्रबाट संकलित नमूनाहरू विश्लेषण गर्छ।    A team of scientists analyses samples from the field to study environmental changes.\
बजार प्रवृत्तिहरूको विश्लेषण गर्ने प्रतिवेदन मेरो डेस्कमा छ।    The report that analyses the market trends is on my desk.
प्रयोगकर्ताको व्यवहार विश्लेषण गर्ने एल्गोरिदमले केही ठगीजन्य गतिविधिहरू पत्ता लगाएको छ।    Some fraudulent activities have been detected by an algorithm that analyses user behavior.
उनी केवल कार्टुन पात्र भए पनि उनले यति जीवन्त र सजीव देखिन्थे।    Even though he was just a cartoon character, he seemed so alive and animate.
जनावरहरूले सञ्चारका लागि अचम्मका रणनीति अपनाएका छन्, जसमा चम्किला प्वाँख वा उज्याला रंग, चर्का आवाजहरू र यहाँसम्म कि सजीव नृत्यहरू पनि समावेश छन्।    Animals have evolved amazing strategies to communicate through movement, including flashy feathers or bright colors, loud calls, and even animate dances.
उनको सजीव मुस्कानले सबैको मन आकर्षित नगरी रहन सक्दैनथ्यो।    It was hard not to be captivated by her animate smile.
जङ्गलका सजीव प्राणीहरू हेर्नका लागि रमाइला थिए।    The animate creatures in the forest were a delight to watch.
कम्पनीले आफ्नो लोगो डिजाइन गर्न सजीव कलाकारलाई नियुक्त गर्‍यो।    The company hired an animate artist to design their logo.
के तपाईंलाई थाहा छ कि केही भिडियो गेमहरूले खेलाडीलाई आफ्नै पात्रहरू सिर्जना गर्न र तिनलाई सजीव बनाउन अनुमति दिन्छन्?    Did you know that some video games allow players to create and animate their own characters?
उनको स्वर यति भावनात्मक थियो कि यसले सामान्य स्क्रिप्टलाई पनि जीवन्त बनाइदियो।    Her voice was so expressive that it seemed to animate even the most mundane script.
परम्परागत जापानी नाटकमा, कलाकारहरूले विस्तृत पहिरन र मास्क लगाएर पौराणिक जीवहरूलाई सजीव पार्छन्।    In traditional Japanese theatre, actors wear elaborate costumes and masks to animate mythical creatures.
शिक्षिकाले आफ्ना विद्यार्थीहरूलाई कक्षाको परियोजनाका लागि एउटा छोटो कथा सजीव बनाउन आग्रह गरिन्।    The teacher asked her students to animate a short story for their class project.
केही क्लिकहरूमै, तपाईंले आफ्नो प्रस्तुति स्लाइडहरूलाई आकर्षक बनाउन सजीव बनाउन सक्नुहुन्छ।    With just a few clicks, you can animate your presentation slides to make them more engaging.
उपयुक्त प्रकाशले भोजन कक्षको वातावरणलाई अझ सुन्दर बनायो।    Appropriate lighting enhanced the ambiance in the dining room.
गम्भीर कुराकानी गरिरहेका बेला उनको स्वर उपयुक्त थियो।    Her tone was appropriate for the serious conversation they were having.
बच्चाहरूलाई सम्बोधन गर्दा उपयुक्त भाषा प्रयोग गर्नु महत्त्वपूर्ण छ।    It's important to use appropriate language when communicating with children.
कम्पनीले सुरक्षा उल्लङ्घन समाधान गर्न उपयुक्त उपायहरू अपनायो।    The company took appropriate measures to address the security breach.
उपयुक्त लुगा लगाउनको लागि मौसमको पूर्वानुमान गरिएको थियो।    The weather forecast called for appropriate clothing.
तपाईंले अरुको कामलाई क्रेडिट नगरी आफ्नो बनाउन हुँदैन।    You shouldn't appropriate someone else's work without giving them credit.
कसैले च्यारिटीको लागि राखिएको कोषलाई आफ्नो व्यक्तिगत ऋण तिर्नको लागि प्रयोग गरेको देखेको छ।    Someone has noticed him appropriate funds meant for charity to pay off his personal debts.
सरकारले नयाँ राजमार्ग बनाउनको लागि स्थानिय किसानबाट जमिन लिन निर्णय गरेको छ।    The government decided to appropriate land from local farmers to build a new highway.
कर र खर्च पछि, बचत वा लगानीका लागि राख्नको लागि केहि थोरै मात्र बाँकी छ।    After taxes and expenses, there isn't much left over to appropriate towards savings or investments.
उनीहरूले गत वर्ष च्यारिटीको कारणका लागि ठूलो रकम उपयुक्त बनाउन सके।    They were able to appropriate a large sum of money towards charitable causes last year.
सामग्री र श्रमको अनुमानित लागत गणना गरेपछि, तिनीहरूले आफ्नो बजेटलाई अनुकुल बनाउन निर्णय गरे।    After calculating the approximate cost of materials and labor, they decided to adjust their budget accordingly.
उसले कति जनाले उपस्थित हुने अनुमान गरेको थियो।    He made an approximate guess at how many people would show up.
सही गणना गर्न गाह्रो थियो, त्यसैले हामीले अनुमानित उपस्थितिको हिसाबले सम्झौतामा जानुपर्यो।    It was difficult to get an exact count, so we had to settle for an approximate headcount.
कम्पनीको गत वर्षको अनुमानित आम्दानी $१ मिलियन थियो।    The company's approximate revenue last year was $1 million.
व्यक्ति प्रति लागत गणना गर्नको लागि, हामीलाई अनुमानित रूपमा कति जनाले उपस्थित हुनेछन् भन्ने विचार चाहिन्छ।    To calculate the cost per person, we need an approximate idea of how many will show up.
तपाईंले लिविंग रूमको पर्खालका लागि कति पेन्ट चाहिन्छ अनुमान गर्न सक्नुहुन्छ?    Can you approximate how much paint we'll need for the living room walls?
यदि हामी हाम्रो खर्चहरूलाई माथि गोलो बनाउँछौं भने, हामी अबसम्म खर्च भएको कुल रकमको अनुमान गर्न सक्छौं।    If we round up our expenses, we can approximate the total amount spent so far.
गणनाहरूलाई सरल बनाउनको लागि, हामी π लाई ३.१४ बराबर राखेर अनुमान गर्न सक्छौं।    In order to simplify calculations, we can approximate pi as being equal to 3.14.
पार्टीमा लगभग ५० जना थिए; केहि थोरै बढी वा कम, यदि हामी अनुमान गर्छौं भने।    There were about 50 people at the party; give or take a few, if we approximate.
उनीले कन्सर्टमा कति जना उपस्थित हुनेछन् भनेर अनुमान गर्न कोशिस गरिन्।    She tried to approximate the number of people who would attend the concert.
सार्वजनिक बोल्ने अभ्यास पछि, उनी निकै स्पष्ट र आत्मविश्वासी तरिकामा मञ्चमा प्रस्तुत भइन्।    After years of public speaking practice, she had become incredibly articulate and confident on stage.
